,index,0_x,1,2,3,4,5,6,7,8,latitude,longitude,0_y,0,traveltime_totube,traveltime_totube_pub
279,9228,89749,The Yacht,"""The Yacht Public House, Long Lane, Bexleyheath, Kent""",DA7 5AE,549143,176291.0,51.465943,0.145685,Bexley,51.465942999999996,0.14568499999999998,97,7.064658633240966,84.10307896715435,84.10307896715435
280,9229,89754,Toby Carvery At Crook Log Public House,"""Crook Log, Bexleyheath, Kent""",DA6 8EQ,547817,175498.0,51.459156,0.126293,Bexley,51.459156,0.12629300000000002,97,6.770053622618847,80.59587645974817,80.59587645974817
281,9230,89763,Travellers Home Public House,"""Long Lane, Bexleyheath, Kent""",DA7 5AR,549586,175929.0,51.462565,0.151919,Bexley,51.462565000000005,0.151919,97,7.636713767797776,90.91325914044971,90.91325914044971
282,9231,89783,VCD Athletic Club,"""Old Road, Crayford, Kent""",DA1 4DN,550894,175074.0,51.454544,0.17037,Bexley,51.454544,0.17037,97,9.182112262741148,109.31086027072794,109.31086027072794
283,9232,89808,Welling Snooker And Pool Club,"""52 - 54 Bellegrove Road, Welling, Kent""",DA16 3PY,546269,175905.0,51.463224,0.104196,Bexley,51.463224,0.104196,97,5.630826400244323,67.03364762195622,67.03364762195622
284,9233,89816,Westwood Masonic Centre,"""168 Bellegrove Road, Welling, Kent""",DA16 3RD,545696,176038.0,51.464567,0.096008,Bexley,51.464566999999995,0.09600800000000001,97,5.286600536997661,62.93572067854358,62.93572067854358
285,9234,89818,White Cross Inn,"""146 North Cray Road, Sidcup, Kent""",DA14 5EL,548777,172311.0,51.430269,0.138763,Bexley,51.430269,0.138763,97,9.97588647606221,118.76055328645486,118.76055328645486
286,9235,89823,William Camden Public House,"""Avenue Road, Bexleyheath, Kent""",DA7 4EQ,548191,175848.0,51.462212,0.13182,Bexley,51.462212,0.13182,97,6.721659181060279,80.01975215547951,80.01975215547951
287,9236,89840,Ye Olde Black Horse,"""43 Halfway Street, Sidcup, Kent""",DA15 8LH,545947,172998.0,51.437177,0.098366,Bexley,51.437177,0.098366,97,8.266288678291525,98.40819855108958,98.40819855108958
288,9237,89921,Angies,"""11A-13A Walm Lane, London""",NW2 5SJ,523251,184728.0,51.547993,-0.223887,Brent,51.547993,-0.223887,296,0.21280002752390526,2.533333660998872,2.533333660998872
289,9238,89923,Angie's,"""127 High Street, London""",NW10 4TR,521920,183299.0,51.53544,-0.243568,Brent,51.53544,-0.24356799999999998,297,0.4307300419518027,5.127738594664318,5.127738594664318
290,9239,89940,Arista Bar,"""232 Church Lane, London""",NW9 8SN,520549,187451.0,51.573049,-0.261903,Brent,51.573049,-0.261903,281,1.6150274099073356,19.22651678461114,19.22651678461114
291,9240,89958,Ask Lounge (Ask UK Limited),"""The Heather Park Hotel, Heather Park Drive, Wembley""",HA0 1SN,519058,184117.0,51.543401,-0.284535,Brent,51.543401,-0.284535,245,0.5999066931002301,7.141746346431311,7.141746346431311
292,9241,89982,Bar Lula's,"""50 High Road, London""",NW10 2QA,522980,184667.0,51.547495,-0.227815,Brent,51.547495,-0.22781500000000002,296,0.476193850155116,5.668974406608523,5.668974406608523
293,9242,89987,Barretts,"""239 Cricklewood Broadway, London""",NW2 3HP,523682,185852.0,51.558001,-0.21728,Brent,51.558001000000004,-0.21728000000000003,296,1.0215148433440426,12.160890992190984,12.160890992190984
294,9243,90026,Black Horse,"""1018 Harrow Road, Wembley""",HA0 2QP,515903,185948.0,51.560514,-0.329407,Brent,51.560514000000005,-0.329407,250,0.6395432834257143,7.613610516972789,7.613610516972789
295,9244,90027,Black Leaf,"""163 Edgware Road, Kingsbury, London""",NW9 6LL,521322,188893.0,51.585843,-0.250271,Brent,51.585843,-0.250271,58,1.074157705011313,12.787591726325154,12.787591726325154
296,9245,90032,Blue Ginger,"""383 Kenton Road, Harrow""",HA3 0XS,517524,188908.0,51.586781,-0.305045,Brent,51.586781,-0.30504499999999996,140,0.9625455615239181,11.458875732427597,11.458875732427597
297,9246,90040,Bokor,"""77 Kilburn High Road, London""",NW6 6HY,525402,183605.0,51.537428,-0.193282,Brent,51.537428000000006,-0.19328199999999998,143,0.26244945843764833,3.1243983147339085,3.1243983147339085
298,9247,90060,Brent Tavern,"""4 Gladstone Parade, Edgware Road, Cricklewood, London""",NW2 6JS,523233,186492.0,51.563851,-0.223544,Brent,51.563851,-0.223544,34,1.5759292161339937,18.761062096833257,18.761062096833257
299,9248,90133,Carlton Lounge,"""232-234 Kingsbury Road, London""",NW9 0BH,520442,188606.0,51.583452,-0.26305,Brent,51.583452,-0.26305,144,1.0822890568766004,12.884393534245241,12.884393534245241
300,9249,90209,Club 182,"""182-184 Preston Road, Wembley""",HA9 8PA,518295,187102.0,51.570389,-0.294529,Brent,51.570389,-0.294529,201,0.1890381926046572,2.2504546738649664,2.2504546738649664
301,9250,90210,Club Marina,"""244-246 Kingsbury Road, London""",NW9 0BG,520374,188641.0,51.583781,-0.264005,Brent,51.583781,-0.26400500000000005,144,1.0128270743930956,12.057465171346376,12.057465171346376
302,9251,90282,Crystals / Aqua,"""Crystal Sport Bar - Crystal Aqua (Ground Floor), 1 Pop In Commercial Centre, South Way, Wembley""",HA9 0HB,519652,185435.0,51.555121,-0.275526,Brent,51.555121,-0.27552600000000005,281,0.9716660594232474,11.567453088371991,11.567453088371991
303,9252,90283,Crystals Bar & Restaurant,"""Community Centre, Crystal House, 2 Agate Close, London""",NW10 7FJ,519026,182927.0,51.532713,-0.285398,Brent,51.532713,-0.285398,112,0.6140795491509817,7.310470823225972,7.310470823225972
304,9253,90348,Earl Derby,"""155 Kilburn High Road, London""",NW6 7HU,525150,183962.0,51.540701,-0.196787,Brent,51.540701,-0.196787,143,0.6542333869052132,7.788492701252537,7.788492701252537
305,9254,90372,Erin's Hope,"""189 Edgware Road, Kingsbury, London""",NW9 6LP,521227,189036.0,51.587148,-0.251592,Brent,51.587148,-0.251592,58,0.9339583554525865,11.11855185062603,11.11855185062603
306,9255,90388,Everest Spice The Honeypot,"""Everest Spice The Honeypot, Honeypot Lane, Stanmore""",HA7 1EE,518529,189710.0,51.593778,-0.290275,Harrow,51.593778,-0.290275,206,0.29228329791452845,3.4795630704110527,3.4795630704110527
307,9256,90415,First Class Sports Bar,"""125 Wembley Park Drive, Wembley""",HA9 8HQ,519223,186212.0,51.562186,-0.281448,Brent,51.562186,-0.281448,281,0.19875878831936683,2.3661760514210335,2.3661760514210335
308,9257,90420,Fizz Sports Bar,"""217 Kenton Road, Harrow""",HA3 0HD,516889,188511.0,51.583345,-0.314338,Brent,51.583345,-0.314338,140,0.23288585214355834,2.7724506207566466,2.7724506207566466
309,9258,90423,Flannery's Bar,"""610-612 High Road, Wembley""",HA0 2AF,517971,185071.0,51.552204,-0.299883,Brent,51.552203999999996,-0.299883,280,0.2501076575476293,2.9774721136622535,2.9774721136622535
310,9259,90426,Flynns,"""117 High Road, London""",NW10 2SL,522822,184599.0,51.546919,-0.230116,Brent,51.546919,-0.230116,296,0.6477202304511754,7.710955124418755,7.710955124418755
311,9260,90480,George Public House,"""George, Church Lane, London""",NW9 8SN,520549,187451.0,51.573049,-0.261903,Brent,51.573049,-0.261903,281,1.6150274099073356,19.22651678461114,19.22651678461114
312,9261,90498,Grand Junction Arms Public House,"""Grand Junction Arms, Acton Lane, London""",NW10 7AD,520741,183161.0,51.534461,-0.260605,Brent,51.534461,-0.26060500000000003,113,0.2890790897247527,3.4414177348184847,3.4414177348184847
313,9262,90502,Green Man Hotel,"""Green Man Hotel, Dagmar Avenue, Wembley""",HA9 8DF,518682,185625.0,51.557025,-0.289446,Brent,51.557025,-0.289446,280,0.7413865506396098,8.826030364757258,8.826030364757258
314,9263,90505,Greenes,"""362-364 Neasden Lane North, London""",NW10 0BT,521083,186165.0,51.561368,-0.254644,Brent,51.561368,-0.254644,172,0.8520118239083088,10.142997903670341,10.142997903670341
315,9264,90551,Harlesden Picture Palace,"""26 Manor Park Road, London""",NW10 4JJ,521748,183464.0,51.53696,-0.245989,Brent,51.53696,-0.24598899999999999,297,0.5008879907787157,5.962952271175187,5.962952271175187
316,9265,90626,J J Moons,"""397 High Road, Wembley""",HA9 6AA,518497,185220.0,51.553433,-0.29225,Brent,51.553433,-0.29225,280,0.3279256859928845,3.903877214201006,3.903877214201006
317,9266,90627,J J Moons,"""553 Kingsbury Road, London""",NW9 9EL,519236,188705.0,51.584598,-0.280415,Brent,51.584598,-0.280415,144,0.12544136795943245,1.493349618564672,1.493349618564672
318,9267,90648,Jet Set,"""252 High Street, London""",NW10 4TD,522110,183051.0,51.53317,-0.240915,Brent,51.53317,-0.24091500000000002,297,0.48058887347554335,5.721296112804088,5.721296112804088
319,9268,90661,JoNo's,"""458 Church Lane, London""",NW9 8UA,520497,188356.0,51.581193,-0.262343,Brent,51.581193,-0.262343,144,1.1858063080116559,14.116741762043521,14.116741762043521
320,9269,90686,Katie's,"""350 Neasden Lane, London""",NW10 0AD,521329,186036.0,51.560156,-0.251142,Brent,51.560156,-0.25114200000000003,172,0.6650389562604506,7.917130431672031,7.917130431672031
321,9270,90709,Kilburn Arms,"""97-101 Willesden Lane, Kilburn, London""",NW6 7SD,524671,183940.0,51.5406,-0.203698,Brent,51.5406,-0.203698,142,0.7263089015642225,8.646534542431219,8.646534542431219
322,9271,90820,Lost Rivers Taprooms,"""67B London Designer Outlet, Wembley Park Boulevard, Wembley""",HA9 0FD,519048,185606.0,51.556776,-0.284175,Brent,51.556776,-0.284175,281,0.8147873343642681,9.699849218622239,9.699849218622239
323,9272,90830,Maggies Bar,"""102 Chamberlayne Road, London""",NW10 3JN,523557,183277.0,51.534886,-0.219985,Brent,51.534886,-0.21998499999999999,137,0.6077727144086702,7.2353894572460735,7.2353894572460735
324,9273,90837,Maloney's,"""429 High Road, London""",NW10 2JN,521974,184804.0,51.548954,-0.242268,Brent,51.548953999999995,-0.24226799999999998,71,0.4191552555152481,4.989943518038668,4.989943518038668
325,9274,90864,Masons Arms,"""665 Harrow Road, London""",NW10 5NU,523062,182725.0,51.530042,-0.227311,Brent,51.530042,-0.227311,137,0.16479590879738543,1.9618560571117312,1.9618560571117312
326,9275,90875,McDonaghs Bar,"""2-4 Slough Lane, London""",NW9 8QL,520426,188085.0,51.578773,-0.26346,Brent,51.578773,-0.26345999999999997,144,1.2309068256932483,14.653652686824383,14.653652686824383
327,9276,90881,McGlynn's Bar,"""70 Willesden Lane, Kilburn, London""",NW6 7SX,524870,184010.0,51.541185,-0.200805,Brent,51.541185,-0.20080499999999998,142,0.7109577565030294,8.463782815512253,8.463782815512253
328,9277,90882,McGoverns,"""147 Cricklewood Broadway, London""",NW2 3HY,523857,185634.0,51.556003,-0.214834,Brent,51.556003000000004,-0.21483400000000002,296,0.886083223039566,10.548609798090071,10.548609798090071
329,9278,90883,McGoverns,"""60 High Road, London""",NW10 2PU,522919,184651.0,51.547374,-0.2287,Brent,51.547374,-0.2287,296,0.5378394760252091,6.402850905062013,6.402850905062013
330,9279,90884,McGowans,"""225-227 Edgware Road, Kingsbury, London""",NW9 6LU,521135,189173.0,51.588399,-0.252858,Brent,51.588399,-0.25285799999999997,58,0.8109181536527718,9.653787543485377,9.653787543485377
331,9280,90885,McGowans,"""88 Walm Lane, London""",NW2 4QY,523430,184812.0,51.5487,-0.221278,Brent,51.5487,-0.22127800000000003,296,0.05769577741220263,0.6868544930024122,0.6868544930024122
332,9281,90900,Metro Bar,"""238-240 Neasden Lane, London""",NW10 0AA,521458,185923.0,51.559121,-0.24932,Brent,51.559121000000005,-0.24931999999999999,172,0.5515417874287628,6.5659736598662235,6.5659736598662235
333,9282,90930,Moonbay Bar & Restaurant,"""1-2 Court Parade, East Lane, Wembley""",HA0 3HY,516628,186149.0,51.562171,-0.318887,Brent,51.562171,-0.318887,185,1.070920416818842,12.74905258117669,12.74905258117669
334,9283,91029,No 8,"""305 High Road, London""",NW10 2JT,522202,184782.0,51.548698,-0.239004,Brent,51.548698,-0.239004,71,0.3678822833679131,4.379550992475156,4.379550992475156
335,9284,91034,North London Tavern,"""375 Kilburn High Road, London""",NW6 7QB,524767,184448.0,51.545135,-0.202135,Brent,51.545134999999995,-0.20213499999999998,142,0.281516461936636,3.3513864516266185,3.3513864516266185
336,9285,91079,Paradise By Way of Kensal Green,"""19 Kilburn Lane, North Kensington, London""",W10 4AE,523830,182636.0,51.529066,-0.216277,Brent,51.529066,-0.216277,137,0.6215758138399312,7.39971206952299,7.39971206952299
337,9286,91095,Parlour,"""5 Regent Street, London""",NW10 5LG,523806,182593.0,51.528685,-0.216638,Brent,51.528684999999996,-0.216638,137,0.6092612532457569,7.253110157687582,7.253110157687582
338,9287,91154,Power's Bar,"""23 Hay Lane, London""",NW9 0NH,520407,189143.0,51.588294,-0.263371,Brent,51.588294,-0.263371,144,1.1298477885178346,13.450568910926602,13.450568910926602
339,9288,91172,Preston Public House,"""161 Preston Road, Wembley""",HA9 8NG,518239,187024.0,51.5697,-0.295363,Brent,51.5697,-0.295363,201,0.2558414044440654,3.0457310052864925,3.0457310052864925
340,9289,91180,Prince of Wales PH,"""11 Cambridge Gardens, London""",NW6 5AE,525347,183232.0,51.534088,-0.194207,Brent,51.534088,-0.194207,143,0.11455119574578891,1.3637047112593916,1.3637047112593916
341,9290,91229,Rising Sun,"""25 Harlesden Road, London""",NW10 2BY,522822,184427.0,51.545382,-0.230176,Brent,51.545382000000004,-0.23017600000000002,296,0.7351839225960658,8.752189554715068,8.752189554715068
342,9291,91253,Royal Oak,"""95 High Street, London""",NW10 4TS,521848,183367.0,51.536066,-0.244582,Brent,51.536066,-0.24458200000000002,297,0.44519912107140536,5.2999895365643495,5.2999895365643495
343,9292,91395,Sportsman,"""58 Station Road, London""",NW10 4UA,521632,183110.0,51.533812,-0.247783,Brent,51.533812,-0.247783,297,0.13481568937239155,1.6049486830046613,1.6049486830046613
344,9293,91444,Student Union (Bars (x2) & Shop),"""UNIVERSITY OF WESTMINSTER, Watford Road, Harrow""",HA1 3TP,516194,187858.0,51.57762,-0.32458,Brent,51.57762,-0.32458000000000004,178,0.43590513644697476,5.189346862463985,5.189346862463985
345,9294,91472,Sugar & Spice Lounge,"""12-13 Queensbury Station Parade, Edgware""",HA8 5NR,518923,189750.0,51.594056,-0.284576,Brent,51.594056,-0.284576,206,0.10651815216102348,1.2680732400121841,1.2680732400121841
346,9295,91558,The Arch Wembley,"""324 Harrow Road, Wembley""",HA9 6LL,519013,185170.0,51.552866,-0.284828,Brent,51.552865999999995,-0.284828,280,0.8006755127936496,9.531851342781541,9.531851342781541
347,9296,91561,The Boat,"""346 Ealing Road, Wembley""",HA0 1BH,518026,183467.0,51.537767,-0.299628,Brent,51.537766999999995,-0.299628,5,0.3262751259122668,3.884227689431748,3.884227689431748
348,9297,91564,The Burren,"""174 Church Road, London""",NW10 9NH,521431,184589.0,51.547129,-0.25017,Brent,51.547129,-0.25017,172,0.7865575451481954,9.363780299383277,9.363780299383277
349,9298,91566,The Chamberlayne,"""83 Chamberlayne Road, London""",NW10 3ND,523660,183167.0,51.533875,-0.21854,Brent,51.533875,-0.21854,137,0.5909313147387524,7.034896604032766,7.034896604032766
350,9299,91569,The Cock Tavern,"""125 Kilburn High Road, London""",NW6 6JH,525289,183756.0,51.53881,-0.194857,Brent,51.53881,-0.194857,143,0.41794065399458485,4.97548397612601,4.97548397612601
351,9300,91574,The Copper Jug,"""10 The Broadway, Wembley""",HA9 8JU,518467,186227.0,51.562489,-0.292343,Brent,51.562489,-0.29234299999999996,185,0.7657874154516774,9.116516850615206,9.116516850615206
352,9301,91575,The Corner House,"""313 Harrow Road, Wembley""",HA9 6BA,518920,185190.0,51.553065,-0.286162,Brent,51.553065000000004,-0.28616199999999997,280,0.7130422907523183,8.48859869943236,8.48859869943236
353,9302,91577,The Cricklewood Club,"""327 Edgware Road, Cricklewood, London""",NW2 6JP,523342,186324.0,51.562308,-0.222017,Brent,51.562308,-0.22201700000000002,296,1.4584389889691267,17.362368916299125,17.362368916299125
354,9303,91578,The Crock of Gold,"""23 Bridge Road, Wembley""",HA9 9AB,519465,186470.0,51.564463,-0.27787,Brent,51.564463,-0.27787,281,0.15548691965563724,1.851034757805205,1.851034757805205
355,9304,91582,The Field,"""249 Neasden Lane, London""",NW10 1QG,521391,185961.0,51.559468,-0.250274,Brent,51.559468,-0.250274,172,0.5859615201639828,6.975732382904557,6.975732382904557
356,9305,91583,The Fleadh,"""278 Preston Road, Harrow""",HA3 0QA,518305,187395.0,51.57302,-0.294286,Brent,51.57302,-0.294286,201,0.13712371678037524,1.632425199766372,1.632425199766372
357,9306,91584,The Fusilier,"""The Fusilier, Harrow Road, Wembley""",HA0 2HA,517238,184982.0,51.551547,-0.31048,Brent,51.551547,-0.31048000000000003,251,0.3664401706664416,4.362382984124304,4.362382984124304
358,9307,91591,The Green Man,"""The Green Man, Slough Lane, London""",NW9 8YG,520138,188601.0,51.583472,-0.267438,Brent,51.583472,-0.267438,144,0.7815917015588131,9.304663113795392,9.304663113795392
359,9308,91596,The Island Bar & Dining,"""123 College Road, London""",NW10 5HA,523096,183311.0,51.535301,-0.226616,Brent,51.535301000000004,-0.22661599999999998,137,0.5564865951414093,6.62484041835011,6.62484041835011
360,9309,91599,The Kingdom,"""229 Kilburn High Road, London""",NW6 7JG,525022,184116.0,51.542113,-0.198577,Brent,51.542113,-0.198577,142,0.6979214619155045,8.308588832327434,8.308588832327434
361,9310,91602,The Liquor Station,"""397A High Road, Wembley""",HA9 6AA,518497,185220.0,51.553433,-0.29225,Brent,51.553433,-0.29225,280,0.3279256859928845,3.903877214201006,3.903877214201006
362,9311,91611,The Nest,"""104-106 Windermere Avenue, Wembley""",HA9 8RB,517349,187154.0,51.571054,-0.308155,Brent,51.571054,-0.308155,236,0.10618136626138747,1.2640638840641365,1.2640638840641365
363,9312,91612,The New Inn,"""19 Burnt Oak Broadway, Edgware""",HA8 5LD,520183,190345.0,51.599136,-0.266192,Brent,51.599136,-0.266192,38,0.43241620655283336,5.147811982771826,5.147811982771826
364,9313,91617,The Parish Freehouse,"""120 Wembley Park Drive, Wembley""",HA9 8HP,519114,186161.0,51.56176,-0.283036,Brent,51.56176,-0.283036,281,0.3118329813478785,3.7122973969985535,3.7122973969985535
365,9314,91620,The Pearl Lounge,"""F3, Bang Bang Oriental Food Hall, Unit C, 399 Edgware Road""",NW9 0FH,622675,-5527598.0,"""51.5934488,""",-0.2625961,Brent,,-0.2625961,0,100000.0,1190476.1904761903,1190476.1904761903
366,9315,91624,The Queensbury,"""110A Walm Lane, London""",NW2 4RS,523489,184886.0,51.549361,-0.220401,Brent,51.549361,-0.220401,296,0.07809581445332602,0.9297120768253097,0.9297120768253097
367,9316,91626,The Roisin,"""1 Fryent Way, London""",NW9 9ER,519206,188688.0,51.584451,-0.280853,Brent,51.584451,-0.280853,144,0.1565926744436228,1.8641985052812236,1.8641985052812236
368,9317,91629,The Salusbury,"""50-52 Salusbury Road, London""",NW6 6NN,524560,183376.0,51.535556,-0.205497,Brent,51.535556,-0.20549699999999999,205,0.171081422367251,2.036683599610131,2.036683599610131
369,9318,91632,The Shanakee,"""253 Edgware Road, Kingsbury, London""",NW9 6LU,521135,189173.0,51.588399,-0.252858,Brent,51.588399,-0.25285799999999997,58,0.8109181536527718,9.653787543485377,9.653787543485377
370,9319,91633,The Shawl,"""25 High Street, London""",NW10 4NE,521641,183409.0,51.536488,-0.24755,Brent,51.536488,-0.24755,297,0.43280738111902417,5.152468822845526,5.152468822845526
371,9320,91642,The Swan,"""789 Harrow Road, Wembley""",HA0 2LP,516767,185441.0,51.555779,-0.317117,Brent,51.555779,-0.317117,251,0.5745961760826646,6.840430667650768,6.840430667650768
372,9321,91643,The Torch,"""1-5 Bridge Road, Wembley""",HA9 9AB,519465,186470.0,51.564463,-0.27787,Brent,51.564463,-0.27787,281,0.15548691965563724,1.851034757805205,1.851034757805205
373,9322,91651,The Wembley Tavern,"""121 Wembley Park Drive, Wembley""",HA9 8HG,519150,186199.0,51.562085,-0.282505,Brent,51.562084999999996,-0.282505,281,0.2606658845831444,3.1031652926564806,3.1031652926564806
374,9323,91652,The Whippet Inn,"""64-66 Chamberlayne Road, London""",NW10 3JJ,523694,182998.0,51.532349,-0.218124,Brent,51.532348999999996,-0.21812399999999998,137,0.5228428483824042,6.22431962360005,6.22431962360005
375,9324,91654,The Windermere,"""Windermere, Windermere Avenue, Wembley""",HA9 8QT,517478,186944.0,51.56914,-0.306365,Brent,51.569140000000004,-0.306365,236,0.16059418972530587,1.9118355919679269,1.9118355919679269
376,9325,91657,Thirsty Eddies,"""412 High Road, Wembley""",HA9 6AH,518519,185263.0,51.553814,-0.291918,Brent,51.553814,-0.291918,280,0.37036953787487165,4.409161165177043,4.409161165177043
377,9326,91665,Tonys Freehouse,"""356-360 High Road, London""",NW10 2EG,522037,184803.0,51.548931,-0.241361,Brent,51.548931,-0.24136100000000002,71,0.3878192945033712,4.616896363135371,4.616896363135371
378,9327,91712,Villa Country Club,"""75 Park Parade, London""",NW10 4HT,521847,183404.0,51.536399,-0.244583,Brent,51.536398999999996,-0.244583,297,0.4776004307434618,5.68571941361264,5.68571941361264
379,9328,91718,Vybz Bar,"""1 Craven Park Road, London""",NW10 8SE,521467,183591.0,51.538161,-0.249995,Brent,51.538160999999995,-0.249995,113,0.5631925549131636,6.704673272775756,6.704673272775756
380,9329,91748,Wembley Park Theatre (Troubadours Theatres),"""128 Wembley Park Drive, Wembley""",HA9 8HP,519114,186161.0,51.56176,-0.283036,Brent,51.56176,-0.283036,281,0.3118329813478785,3.7122973969985535,3.7122973969985535
381,9330,91761,Whelans,"""341 Oxgate Lane, London""",NW2 7HS,522542,186816.0,51.566912,-0.23338,Brent,51.566912,-0.23338000000000003,71,1.6989679125972215,20.225808483300256,20.225808483300256
382,9331,91778,William The Fourth,"""786 Harrow Road, London""",NW10 5JX,523646,182624.0,51.528998,-0.218932,Brent,51.528998,-0.21893200000000002,137,0.44791112375299297,5.332275282773725,5.332275282773725
383,9332,91790,Wishing Well,"""Wishing Well, Church Lane, London""",NW9 8JS,520503,187520.0,51.573679,-0.262543,Brent,51.573679,-0.26254299999999997,281,1.6298319811709683,19.402761680606766,19.402761680606766
384,9333,91859,Alexandra,"""The Alexandra, 163 Parish Lane, Penge, London""",SE20 7JH,535725,170380.0,51.416198,-0.049605,Bromley,51.416198,-0.049605,152,6.028486917063499,71.76770139361308,71.76770139361308
385,9334,91876,Anerley Arms,"""2 Ridsdale Road, Penge, London""",SE20 8AB,534577,170036.0,51.413381,-0.066235,Bromley,51.413381,-0.066235,35,6.425928355828628,76.49914709319795,76.49914709319795
386,9335,91941,Bannatyne's Health Club,"""Bannatynes Health Club, 35 Marvels Lane, Grove Park, London""",SE12 9PN,540887,172684.0,51.435644,0.025492,Bromley,51.435644,0.025491999999999997,152,4.329702119924678,51.54407285624617,51.54407285624617
387,9336,91944,Barrel & Horn,"""204 High Street, Bromley""",BR1 1PW,540134,169363.0,51.40598,0.013354,Bromley,51.40598,0.013354,152,6.9119513481829475,82.28513509741603,82.28513509741603
388,9337,91951,Beccehamians Rugby Football Club,"""Old Beccehamian Rugby Football Club, Sparrows Den Sports Ground, Corkscrew Hill, West Wickham""",BR4 9BB,538848,165275.0,51.369569,-0.006705,Bromley,51.369569,-0.006705,152,10.705267346000047,127.44365888095294,127.44365888095294
389,9338,91957,Beckenham Cricket Club,"""19 Foxgrove Road, Beckenham""",BR3 5AS,537655,170117.0,51.413371,-0.021971,Bromley,51.413371000000005,-0.021971,152,5.845430240029512,69.58845523844657,69.58845523844657
390,9339,91964,Beckenham Rugby Football Club,"""Balmoral Avenue, Beckenham""",BR3 3RD,536451,168282.0,51.397172,-0.039978,Bromley,51.397172,-0.039978,152,7.829168974505238,93.20439255363378,93.20439255363378
391,9340,91965,Beckenham Social Club,"""89 - 91 Churchfields Road, Beckenham""",BR3 4QQ,536136,169422.0,51.407492,-0.044066,Bromley,51.407492,-0.044066,152,6.79758663561463,80.92365042398369,80.92365042398369
392,9341,91966,Beckenham Town Football Club,"""Eden Park Avenue, Beckenham""",BR3 3JL,537315,167803.0,51.392659,-0.027752,Bromley,51.392659,-0.027752,152,8.178517436157339,97.36330281139689,97.36330281139689
393,9342,91999,Bibas Night Club,"""29A Widmore Road, Bromley""",BR1 1RW,540380,169402.0,51.406269,0.016904,Bromley,51.406269,0.016904,152,6.953431424485652,82.7789455295911,82.7789455295911
394,9343,92004,Bickley Park Cricket Club,"""Bickley Park Road, Bickley, Bromley""",BR1 2AS,542464,168959.0,51.401778,0.046669,Bromley,51.401778,0.046669,152,8.268491693712354,98.43442492514707,98.43442492514707
395,9344,92012,Biggin Hill Social And Sports Club,"""138 - 140 Main Road, Biggin Hill""",TN16 3BA,541978,158759.0,51.310252,0.03562,Bromley,51.310252,0.03562,152,17.632877898868703,209.91521308177025,209.91521308177025
396,9345,92016,Bird In Hand,"""62 Gravel Road, Bromley""",BR2 8PF,542268,165906.0,51.374393,0.042631,Bromley,51.374393,0.042631,152,10.894263236669776,129.69360996035448,129.69360996035448
397,9346,92023,Black Horse,"""The Black Horse, 123 Main Road, Biggin Hill""",TN16 3AY,541885,158893.0,51.31147,0.034339,Bromley,51.31147,0.034339,152,17.482689206027338,208.1272524527064,208.1272524527064
398,9347,92024,Black Horse,"""The Black Horse, 318 Crofton Road, Orpington""",BR6 8NW,543265,165251.0,51.368257,0.056682,Bromley,51.368257,0.056682,152,11.901724292157539,141.6871939542564,141.6871939542564
399,9348,92026,Blackheath  & Bromley Harriers,"""56 Bourne Way, Hayes, Bromley""",BR2 7EY,539774,166029.0,51.376118,0.006857,Bromley,51.376118,0.006856999999999999,152,10.070667265274627,119.88889601517413,119.88889601517413
400,9349,92028,Blacksmiths Arms,"""Cudham Lane South, Cudham, Sevenoaks""",TN14 7QB,544631,159677.0,51.317833,0.074029,Bromley,51.317833,0.074029,152,17.550221711132576,208.93121084681636,208.93121084681636
401,9350,92079,Bricklayers Arms,"""141 - 143 Masons Hill, Bromley""",BR2 9HW,540961,168306.0,51.396286,0.024817,Bromley,51.396285999999996,0.024817,152,8.181276463330153,97.396148372978,97.396148372978
402,9351,92080,Bricklayers Arms,"""237 High Street, Beckenham""",BR3 1BN,536989,169352.0,51.406648,-0.031837,Bromley,51.406648,-0.031837,152,6.6812208181991934,79.53834307379992,79.53834307379992
403,9352,92082,Bridge House Tavern,"""2 High Street, Penge, London""",SE20 8RZ,534951,170568.0,51.418073,-0.060658,Bromley,51.418073,-0.060658000000000004,152,6.199879632860657,73.80809086738877,73.80809086738877
404,9353,92094,Bromley Bowling Club,"""77A Plaistow Lane, Bromley""",BR1 3JF,540945,170182.0,51.413138,0.025332,Bromley,51.413138000000004,0.025332,152,6.457070617606056,76.86988830483399,76.86988830483399
405,9354,92100,Bromley Cricket Club,"""Plaistow Lane, Bromley""",BR1 3AS,541249,169668.0,51.408453,0.029496,Bromley,51.408453,0.029495999999999998,152,7.051636699218943,83.94805594308265,83.94805594308265
406,9355,92104,Bromley Football Club,"""Hayes Lane, Hayes, Bromley""",BR2 9EF,540480,167715.0,51.391103,0.017674,Bromley,51.391103,0.017674000000000002,152,8.58681033953783,102.2239326135456,102.2239326135456
407,9356,92106,Bromley Golf Centre,"""Magpie Hall Lane, Bromley""",BR2 8JF,542332,166884.0,51.383166,0.043941,Bromley,51.383165999999996,0.043941,152,10.02685190572711,119.3672845919894,119.3672845919894
408,9357,92109,Bromley Indoor Bowls Centre,"""Bodmin Close, Orpington""",BR5 4LX,547105,166288.0,51.376585,0.112234,Bromley,51.376585,0.11223399999999999,152,13.2348138801598,157.55730809714046,157.55730809714046
